x,y,theta,v,x_ref,y_ref,theta_ref
-0.650123,1.405707,10.840495,1.000000,4.801468,-1.394956,7.571238
-0.657846,1.356307,10.857603,1.000000,4.822787,-1.319365,7.586946
-0.664722,1.306782,10.874709,1.000000,4.842916,-1.243449,7.602654
-0.670751,1.257147,10.891814,1.000000,4.861850,-1.167227,7.618362
-0.675930,1.207416,10.908918,1.000000,4.879584,-1.090716,7.634070
-0.680257,1.157603,10.926020,1.000000,4.896114,-1.013936,7.649778
-0.683732,1.107724,10.943122,1.000000,4.911436,-0.936907,7.665486
-0.686353,1.057793,10.960222,1.000000,4.925547,-0.859646,7.681194
-0.688121,1.007824,10.977321,1.000000,4.938442,-0.782172,7.696902
-0.689033,0.957832,10.994419,1.000000,4.950118,-0.704506,7.712610
-0.689091,0.907833,11.011515,1.000000,4.960574,-0.626666,7.728318
-0.688294,0.857839,11.028610,1.000000,4.969805,-0.548672,7.744026
-0.686643,0.807866,11.045704,1.000000,4.977810,-0.470542,7.759734
-0.684137,0.757929,11.062797,1.000000,4.984587,-0.392295,7.775442
-0.680778,0.708042,11.079889,1.000000,4.990134,-0.313953,7.791150
-0.676568,0.658220,11.096979,1.000000,4.994449,-0.235532,7.806858
-0.671506,0.608476,11.114068,1.000000,4.997533,-0.157054,7.822566
-0.665595,0.558827,11.131156,1.000000,4.999383,-0.078537,7.838274
