x,y,theta,v,x_ref,y_ref,theta_ref
0.259997,2.788562,3.645844,1.000000,-0.548672,-4.969805,6.173230
0.216221,2.764405,3.668248,0.000000,-0.470542,-4.977810,6.188938
0.216221,2.764405,3.668248,1.000000,-0.392295,-4.984587,6.204645
0.172996,2.739273,3.684829,0.000000,-0.313953,-4.990134,6.220353
0.172996,2.739273,3.684829,1.000000,-0.235532,-4.994449,6.236061
0.130194,2.713427,3.691742,0.000000,-0.157054,-4.997533,6.251769
0.130194,2.713427,3.691742,1.000000,-0.078537,-4.999383,6.267477
0.087572,2.687286,3.703813,0.000000,-0.000000,-5.000000,6.283185
0.087572,2.687286,3.703813,1.000000,0.078537,-4.999383,6.298893
0.045268,2.660633,3.728662,0.000000,0.157054,-4.997533,6.314601
0.045268,2.660633,3.728662,1.000000,0.235532,-4.994449,6.330309
0.003640,2.632937,3.745842,0.000000,0.313953,-4.990134,6.346017
0.003640,2.632937,3.745842,1.000000,0.392295,-4.984587,6.361725
-0.037507,2.604530,3.752997,0.000000,0.470542,-4.977810,6.377433
-0.037507,2.604530,3.752997,1.000000,0.548672,-4.969805,6.393141
-0.078449,2.575829,3.775934,0.000000,0.626666,-4.960574,6.408849
-0.078449,2.575829,3.775934,1.000000,0.704506,-4.950118,6.424557
-0.118722,2.546196,3.792874,0.000000,0.782172,-4.938442,6.440265
-0.118722,2.546196,3.792874,1.000000,0.859646,-4.925547,6.455973
-0.158487,2.515886,3.808414,0.000000,0.936907,-4.911436,6.471681
-0.158487,2.515886,3.808414,1.000000,1.013936,-4.896114,6.487389
-0.197777,2.484962,3.815234,0.000000,1.090716,-4.879584,6.503097
-0.197777,2.484962,3.815234,1.000000,1.167227,-4.861850,6.518805
-0.236855,2.453770,3.838225,0.000000,1.243449,-4.842916,6.534513
-0.236855,2.453770,3.838225,1.000000,1.319365,-4.822787,6.550221
-0.275205,2.421688,3.855334,0.000000,1.394956,-4.801468,6.565929
-0.275205,2.421688,3.855334,1.000000,1.470202,-4.778965,6.581637
-0.313001,2.388955,3.862745,0.000000,1.545085,-4.755283,6.597345
-0.313001,2.388955,3.862745,1.000000,1.619587,-4.730427,6.613053
-0.350553,2.355942,3.875332,0.000000,1.693690,-4.704404,6.628760
-0.350553,2.355942,3.875332,1.000000,1.767374,-4.677220,6.644468
-0.387687,2.322459,3.900798,0.000000,1.840623,-4.648882,6.660176
-0.387687,2.322459,3.900798,1.000000,1.913417,-4.619398,6.675884
-0.423956,2.288042,3.918539,0.000000,1.985739,-4.588773,6.691592
-0.423956,2.288042,3.918539,1.000000,2.057572,-4.557016,6.707300
-0.459609,2.252987,3.926218,0.000000,2.128896,-4.524135,6.723008
-0.459609,2.252987,3.926218,1.000000,2.199696,-4.490138,6.738716
-0.494992,2.217659,3.949755,0.000000,2.269952,-4.455033,6.754424
-0.494992,2.217659,3.949755,1.000000,2.339649,-4.418828,6.770132
-0.529533,2.181508,3.967281,0.000000,2.408768,-4.381533,6.785840
-0.529533,2.181508,3.967281,1.000000,2.477293,-4.343158,6.801548
-0.563436,2.144757,3.983405,0.000000,2.545207,-4.303710,6.817256
-0.563436,2.144757,3.983405,1.000000,2.612493,-4.263201,6.832964
-0.596741,2.107465,3.990770,0.000000,2.679134,-4.221640,6.848672
-0.596741,2.107465,3.990770,1.000000,2.745114,-4.179037,6.864380
-0.629771,2.069928,4.014361,0.000000,2.810417,-4.135403,6.880088
-0.629771,2.069928,4.014361,1.000000,2.875026,-4.090749,6.895796
-0.661907,2.031622,4.032089,0.000000,2.938926,-4.045085,6.911504
-0.661907,2.031622,4.032089,1.000000,3.002101,-3.998423,6.927212
-0.693358,1.992753,4.040068,0.000000,3.064535,-3.950775,6.942920
-0.693358,1.992753,4.040068,1.000000,3.126213,-3.902152,6.958628
-0.724498,1.953634,4.053192,0.000000,3.187120,-3.852566,6.974336
-0.724498,1.953634,4.053192,1.000000,3.247240,-3.802030,6.990044
-0.755122,1.914110,4.079313,0.000000,3.306559,-3.750555,7.005752
-0.755122,1.914110,4.079313,1.000000,3.365063,-3.698155,7.021460
-0.784704,1.873799,4.097728,0.000000,3.422736,-3.644843,7.037168
-0.784704,1.873799,4.097728,1.000000,3.479564,-3.590631,7.052876
